Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-CABG-HRRP,64,,1.1133,12.8795,11.5691,11,07/01/2015,06/30/2018
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-HIP-KNEE-HRRP,422,,1.1952,5.1147,4.2795,25,07/01/2015,06/30/2018
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-PN-HRRP,728,,1.0137,17.4567,17.2203,128,07/01/2015,06/30/2018
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-COPD-HRRP,331,,1.0122,21.1611,20.9066,71,07/01/2015,06/30/2018
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-AMI-HRRP,198,,0.9403,13.9101,14.7935,24,07/01/2015,06/30/2018
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-HF-HRRP,558,,1.0913,24.4595,22.4138,142,07/01/2015,06/30/2018
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-COPD-HRRP,63,,1.0410,20.4589,19.6534,16,07/01/2015,06/30/2018
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-HF-HRRP,139,,0.9335,18.0261,19.3108,21,07/01/2015,06/30/2018
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9753,5.3592,5.4950,Too Few to Report,07/01/2015,06/30/2018
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-PN-HRRP,213,,0.9425,13.9907,14.8436,26,07/01/2015,06/30/2018
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-AMI-HRRP,250,,0.9865,16.7251,16.9535,41,07/01/2015,06/30/2018
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9362,3.7091,3.9618,Too Few to Report,07/01/2015,06/30/2018
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-COPD-HRRP,241,,0.9835,19.2013,19.5240,45,07/01/2015,06/30/2018
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-CABG-HRRP,61,,1.0711,15.1425,14.1371,11,07/01/2015,06/30/2018
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-HF-HRRP,664,,0.9614,21.9026,22.7815,143,07/01/2015,06/30/2018
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-PN-HRRP,572,,1.0075,17.0453,16.9179,98,07/01/2015,06/30/2018
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-CABG-HRRP,143,,1.0223,13.5969,13.2997,20,07/01/2015,06/30/2018
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-AMI-HRRP,457,,0.9777,13.8498,14.1664,62,07/01/2015,06/30/2018
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-COPD-HRRP,247,,1.0513,20.6952,19.6858,55,07/01/2015,06/30/2018
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-HF-HRRP,491,,1.0736,22.7350,21.1768,116,07/01/2015,06/30/2018
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-PN-HRRP,660,,1.1042,18.0830,16.3760,126,07/01/2015,06/30/2018
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8859,3.6242,4.0908,Too Few to Report,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-COPD-HRRP,66,,1.1079,22.5707,20.3731,23,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-HF-HRRP,64,,1.0613,25.2928,23.8328,20,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-PN-HRRP,81,,1.0492,19.3572,18.4502,19,07/01/2015,06/30/2018
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-COPD-HRRP,N/A,,0.9392,17.9427,19.1037,Too Few to Report,07/01/2015,06/30/2018
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-HF-HRRP,80,,0.9867,17.2148,17.4465,13,07/01/2015,06/30/2018
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-PN-HRRP,N/A,,0.8659,11.9490,13.8003,Too Few to Report,07/01/2015,06/30/2018
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8955,3.9594,4.4215,Too Few to Report,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-AMI-HRRP,45,,1.0596,22.8667,21.5803,14,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-COPD-HRRP,68,,1.0544,24.6034,23.3342,21,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-HF-HRRP,77,,1.0186,23.1640,22.7401,19,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-PN-HRRP,119,,1.0383,20.4826,19.7266,27,07/01/2015,06/30/2018
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-AMI-HRRP,467,,1.0007,15.4089,15.3982,72,07/01/2015,06/30/2018
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-COPD-HRRP,755,,1.0351,20.4422,19.7495,157,07/01/2015,06/30/2018
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-CABG-HRRP,137,,1.0036,13.0721,13.0247,18,07/01/2015,06/30/2018
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-HF-HRRP,1321,,1.0386,22.3817,21.5494,298,07/01/2015,06/30/2018
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-PN-HRRP,1513,,1.0404,17.2082,16.5403,263,07/01/2015,06/30/2018
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-HIP-KNEE-HRRP,496,,0.9586,4.1936,4.3746,20,07/01/2015,06/30/2018
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-COPD-HRRP,161,,0.8534,14.6156,17.1256,12,07/01/2015,06/30/2018
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-PN-HRRP,N/A,,0.9455,15.2294,16.1065,Too Few to Report,07/01/2015,06/30/2018
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-CABG-HRRP,N/A,,1.0566,16.7957,15.8952,Too Few to Report,07/01/2015,06/30/2018
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-AMI-HRRP,247,,0.9725,16.8715,17.3487,40,07/01/2015,06/30/2018
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-COPD-HRRP,250,,1.0495,20.8903,19.9052,56,07/01/2015,06/30/2018
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-HF-HRRP,412,,1.0272,23.1377,22.5259,97,07/01/2015,06/30/2018
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-PN-HRRP,650,,1.1155,19.4642,17.4494,134,07/01/2015,06/30/2018
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9539,3.9624,4.1538,Too Few to Report,07/01/2015,06/30/2018
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-AMI-HRRP,178,,1.0012,14.5693,14.5524,26,07/01/2015,06/30/2018
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.7976,3.0594,3.8356,Too Few to Report,07/01/2015,06/30/2018
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-COPD-HRRP,293,,1.0120,20.1618,19.9234,60,07/01/2015,06/30/2018
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-CABG-HRRP,N/A,,0.9212,12.2551,13.3040,Too Few to Report,07/01/2015,06/30/2018
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-HF-HRRP,588,,0.9550,20.5438,21.5108,118,07/01/2015,06/30/2018
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-PN-HRRP,639,,1.0282,16.3018,15.8551,106,07/01/2015,06/30/2018
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-AMI-HRRP,N/A,,0.9965,16.8357,16.8956,Too Few to Report,07/01/2015,06/30/2018
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-COPD-HRRP,179,,0.9717,18.5377,19.0781,31,07/01/2015,06/30/2018
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-HF-HRRP,235,,0.9371,18.6659,19.9179,40,07/01/2015,06/30/2018
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-PN-HRRP,205,,0.9703,15.0993,15.5612,29,07/01/2015,06/30/2018
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-HIP-KNEE-HRRP,208,,1.4805,6.4781,4.3755,21,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0739,3.9922,3.7175,Too Few to Report,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,READM-30-COPD-HRRP,99,,1.1029,22.4538,20.3580,30,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,READM-30-HF-HRRP,94,,1.1650,27.6810,23.7607,36,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,READM-30-PN-HRRP,279,,1.2076,24.1750,20.0187,81,07/01/2015,06/30/2018
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-AMI-HRRP,78,,1.0188,20.2963,19.9208,17,07/01/2015,06/30/2018
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-COPD-HRRP,66,,0.9654,22.4943,23.3003,12,07/01/2015,06/30/2018
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-HF-HRRP,169,,1.0172,23.0408,22.6512,40,07/01/2015,06/30/2018
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-PN-HRRP,243,,1.0611,19.7203,18.5843,52,07/01/2015,06/30/2018
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9610,4.4689,4.6504,Too Few to Report,07/01/2015,06/30/2018
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-AMI-HRRP,80,,1.0122,20.3041,20.0593,17,07/01/2015,06/30/2018
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-COPD-HRRP,153,,0.9787,20.0454,20.4812,29,07/01/2015,06/30/2018
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-HF-HRRP,227,,1.1414,27.0675,23.7142,70,07/01/2015,06/30/2018
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-PN-HRRP,248,,0.9539,19.0607,19.9817,44,07/01/2015,06/30/2018
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-PN-HRRP,848,,0.9635,15.3808,15.9640,128,07/01/2015,06/30/2018
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-CABG-HRRP,N/A,,0.8687,11.7195,13.4908,Too Few to Report,07/01/2015,06/30/2018
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-COPD-HRRP,435,,0.9449,18.2320,19.2957,75,07/01/2015,06/30/2018
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-HF-HRRP,536,,1.0570,21.7589,20.5863,120,07/01/2015,06/30/2018
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-AMI-HRRP,246,,0.9757,15.2175,15.5964,36,07/01/2015,06/30/2018
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-HIP-KNEE-HRRP,722,,0.9426,3.6157,3.8359,25,07/01/2015,06/30/2018
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,READM-30-CABG-HRRP,367,,0.8210,10.5870,12.8957,34,07/01/2015,06/30/2018
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,READM-30-HIP-KNEE-HRRP,916,,0.7664,3.1660,4.1312,24,07/01/2015,06/30/2018
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,READM-30-PN-HRRP,615,,0.9753,15.0620,15.4440,91,07/01/2015,06/30/2018
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,READM-30-COPD-HRRP,288,,1.0573,21.0556,19.9142,65,07/01/2015,06/30/2018
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,READM-30-AMI-HRRP,495,,0.9270,14.2176,15.3370,66,07/01/2015,06/30/2018
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,READM-30-HF-HRRP,590,,0.9634,20.5532,21.3329,119,07/01/2015,06/30/2018
LOMPOC VALLEY MEDICAL CENTER,050110,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOMPOC VALLEY MEDICAL CENTER,050110,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOMPOC VALLEY MEDICAL CENTER,050110,CA,READM-30-COPD-HRRP,138,,0.9981,17.4928,17.5258,24,07/01/2015,06/30/2018
LOMPOC VALLEY MEDICAL CENTER,050110,CA,READM-30-HF-HRRP,140,,0.9996,20.0157,20.0231,28,07/01/2015,06/30/2018
LOMPOC VALLEY MEDICAL CENTER,050110,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0457,4.2905,4.1031,Too Few to Report,07/01/2015,06/30/2018
LOMPOC VALLEY MEDICAL CENTER,050110,CA,READM-30-PN-HRRP,145,,1.0923,15.4131,14.1112,28,07/01/2015,06/30/2018
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,READM-30-AMI-HRRP,160,,0.9471,16.3886,17.3042,23,07/01/2015,06/30/2018
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,READM-30-HIP-KNEE-HRRP,497,,0.9004,4.2265,4.6942,19,07/01/2015,06/30/2018
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,READM-30-COPD-HRRP,184,,1.0153,21.6316,21.3046,41,07/01/2015,06/30/2018
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,READM-30-HF-HRRP,460,,1.0300,23.5098,22.8257,110,07/01/2015,06/30/2018
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,READM-30-PN-HRRP,790,,1.0569,18.2607,17.2778,148,07/01/2015,06/30/2018
SAN MATEO MEDICAL CENTER,050113,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SAN MATEO MEDICAL CENTER,050113,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SAN MATEO MEDICAL CENTER,050113,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SAN MATEO MEDICAL CENTER,050113,CA,READM-30-HF-HRRP,N/A,,1.0211,20.5243,20.0998,Too Few to Report,07/01/2015,06/30/2018
SAN MATEO MEDICAL CENTER,050113,CA,READM-30-PN-HRRP,N/A,,0.9935,12.5907,12.6729,Too Few to Report,07/01/2015,06/30/2018
SAN MATEO MEDICAL CENTER,050113,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,READM-30-AMI-HRRP,259,,0.9848,13.4645,13.6728,34,07/01/2015,06/30/2018
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8504,3.1367,3.6884,Too Few to Report,07/01/2015,06/30/2018
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,READM-30-COPD-HRRP,215,,0.9937,19.2972,19.4199,41,07/01/2015,06/30/2018
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,READM-30-CABG-HRRP,N/A,,1.0369,12.8089,12.3532,Too Few to Report,07/01/2015,06/30/2018
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,READM-30-HF-HRRP,453,,1.0003,20.0839,20.0771,91,07/01/2015,06/30/2018
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,READM-30-PN-HRRP,610,,0.9409,14.9148,15.8512,87,07/01/2015,06/30/2018
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-CABG-HRRP,N/A,,1.0191,14.8108,14.5328,Too Few to Report,07/01/2015,06/30/2018
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-AMI-HRRP,354,,1.0373,19.7008,18.9929,72,07/01/2015,06/30/2018
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-COPD-HRRP,172,,0.9892,21.4349,21.6689,36,07/01/2015,06/30/2018
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-HF-HRRP,521,,1.0707,24.3174,22.7111,131,07/01/2015,06/30/2018
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-PN-HRRP,537,,1.0903,20.2981,18.6171,115,07/01/2015,06/30/2018
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,READM-30-HIP-KNEE-HRRP,650,,0.9052,3.6729,4.0576,22,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF MANTECA,050118,CA,READM-30-AMI-HRRP,N/A,,1.0165,17.2021,16.9232,Too Few to Report,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF MANTECA,050118,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF MANTECA,050118,CA,READM-30-COPD-HRRP,216,,1.0269,18.9805,18.4834,43,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF MANTECA,050118,CA,READM-30-HF-HRRP,223,,1.0246,21.7592,21.2371,50,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF MANTECA,050118,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9216,4.2415,4.6025,Too Few to Report,07/01/2015,06/30/2018
DOCTORS HOSPITAL OF MANTECA,050118,CA,READM-30-PN-HRRP,238,,1.0693,15.8248,14.7994,42,07/01/2015,06/30/2018
ADVENTIST HEALTH HANFORD,050121,CA,READM-30-AMI-HRRP,187,,1.0899,19.6427,18.0227,42,07/01/2015,06/30/2018
ADVENTIST HEALTH HANFORD,050121,CA,READM-30-COPD-HRRP,362,,1.1146,20.8952,18.7475,84,07/01/2015,06/30/2018
ADVENTIST HEALTH HANFORD,050121,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ADVENTIST HEALTH HANFORD,050121,CA,READM-30-HF-HRRP,503,,1.0638,22.8932,21.5198,119,07/01/2015,06/30/2018
ADVENTIST HEALTH HANFORD,050121,CA,READM-30-PN-HRRP,583,,1.0936,17.1634,15.6941,106,07/01/2015,06/30/2018
ADVENTIST HEALTH HANFORD,050121,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9041,4.2624,4.7146,Too Few to Report,07/01/2015,06/30/2018
DAMERON HOSPITAL,050122,CA,READM-30-AMI-HRRP,85,,0.9956,14.4138,14.4769,12,07/01/2015,06/30/2018
DAMERON HOSPITAL,050122,CA,READM-30-HIP-KNEE-HRRP,498,,1.1167,4.9985,4.4760,27,07/01/2015,06/30/2018
DAMERON HOSPITAL,050122,CA,READM-30-COPD-HRRP,127,,0.9563,19.2490,20.1292,21,07/01/2015,06/30/2018
DAMERON HOSPITAL,050122,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DAMERON HOSPITAL,050122,CA,READM-30-HF-HRRP,107,,1.0439,21.8489,20.9300,26,07/01/2015,06/30/2018
DAMERON HOSPITAL,050122,CA,READM-30-PN-HRRP,142,,0.9240,13.4191,14.5232,14,07/01/2015,06/30/2018
USC VERDUGO HILLS HOSPITAL,050124,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
USC VERDUGO HILLS HOSPITAL,050124,CA,READM-30-AMI-HRRP,N/A,,1.0781,20.0804,18.6252,Too Few to Report,07/01/2015,06/30/2018
USC VERDUGO HILLS HOSPITAL,050124,CA,READM-30-COPD-HRRP,139,,1.0590,20.5190,19.3759,33,07/01/2015,06/30/2018
USC VERDUGO HILLS HOSPITAL,050124,CA,READM-30-HF-HRRP,184,,1.0359,20.5818,19.8692,40,07/01/2015,06/30/2018
USC VERDUGO HILLS HOSPITAL,050124,CA,READM-30-PN-HRRP,473,,1.1377,17.8434,15.6840,93,07/01/2015,06/30/2018
USC VERDUGO HILLS HOSPITAL,050124,CA,READM-30-HIP-KNEE-HRRP,220,,1.2221,4.6462,3.8019,14,07/01/2015,06/30/2018
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,READM-30-AMI-HRRP,219,,1.1410,17.4379,15.2824,46,07/01/2015,06/30/2018
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,READM-30-COPD-HRRP,260,,1.0296,18.7668,18.2277,51,07/01/2015,06/30/2018
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,READM-30-CABG-HRRP,N/A,,1.0648,14.2677,13.3993,Too Few to Report,07/01/2015,06/30/2018
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,READM-30-HF-HRRP,629,,1.1510,23.7361,20.6216,158,07/01/2015,06/30/2018
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,READM-30-PN-HRRP,797,,1.2997,20.1212,15.4813,178,07/01/2015,06/30/2018
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-AMI-HRRP,177,,0.9503,17.5585,18.4768,28,07/01/2015,06/30/2018
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-COPD-HRRP,110,,1.0457,22.2070,21.2355,28,07/01/2015,06/30/2018
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-HF-HRRP,321,,1.1351,26.1251,23.0164,92,07/01/2015,06/30/2018
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-PN-HRRP,313,,0.9686,19.5678,20.2020,59,07/01/2015,06/30/2018
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-HIP-KNEE-HRRP,469,,1.1051,4.9238,4.4553,25,07/01/2015,06/30/2018
WOODLAND MEMORIAL HOSPITAL,050127,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WOODLAND MEMORIAL HOSPITAL,050127,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.1009,4.2362,3.8479,Too Few to Report,07/01/2015,06/30/2018
WOODLAND MEMORIAL HOSPITAL,050127,CA,READM-30-COPD-HRRP,83,,1.0081,17.3409,17.2017,15,07/01/2015,06/30/2018
WOODLAND MEMORIAL HOSPITAL,050127,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WOODLAND MEMORIAL HOSPITAL,050127,CA,READM-30-HF-HRRP,77,,1.0528,20.6826,19.6452,19,07/01/2015,06/30/2018
WOODLAND MEMORIAL HOSPITAL,050127,CA,READM-30-PN-HRRP,134,,0.9957,14.3871,14.4496,19,07/01/2015,06/30/2018
